acc,latency,throughput,layers,region_summary
0.8509174311926605,0.0002380094484003141,4201.513875693181,none,"LL=L2, LH=L2, HL=L2, HH=L2"
0.8520642201834863,0.002895786422021781,345.3293352007016,bert.encoder.layer.3.attention.self.key,"LL=L2, LH=L2, HL=L2, HH=L2"
