acc,latency,throughput,layers,region_summary
0.8509174311926605,0.00023944932683595295,4176.2489509319075,none,"LL=L2, LH=L2, HL=L2, HH=L2"
0.8543577981651376,0.010629167951832509,94.08074127077803,bert.encoder.layer.1.output.dense,"LL=L2, LH=L2, HL=L2, HH=L2"
