Test,A_hex,B_hex,A_real,B_real,Exact_Result,Approx_Result,Error,Absolute_Error,Percentage_Error,Status
132,bd800000,3f800003,n/a,n/a,n/a,bd840000,n/a,n/a,n/a,PASS
133,be000000,40000004,n/a,n/a,n/a,be840000,n/a,n/a,n/a,PASS
134,be800000,40800005,n/a,n/a,n/a,bf840000,n/a,n/a,n/a,PASS
135,bf000000,41000006,n/a,n/a,n/a,c0840000,n/a,n/a,n/a,PASS
136,bf800000,41800007,n/a,n/a,n/a,c1840000,n/a,n/a,n/a,PASS
137,c0000000,42000008,n/a,n/a,n/a,c2840000,n/a,n/a,n/a,PASS
138,c0800000,42800009,n/a,n/a,n/a,c3840000,n/a,n/a,n/a,PASS
139,c1000000,4300000a,n/a,n/a,n/a,c4840000,n/a,n/a,n/a,PASS
140,c1800000,4380000b,n/a,n/a,n/a,c5840000,n/a,n/a,n/a,PASS
141,c2000000,4400000c,n/a,n/a,n/a,c6840000,n/a,n/a,n/a,PASS
142,c2800000,4480000d,n/a,n/a,n/a,c7840000,n/a,n/a,n/a,PASS
143,c3000000,4500000e,n/a,n/a,n/a,c8840000,n/a,n/a,n/a,PASS
144,c3800000,4580000f,n/a,n/a,n/a,c9840000,n/a,n/a,n/a,PASS
145,c4000000,46000010,n/a,n/a,n/a,ca840000,n/a,n/a,n/a,PASS
146,c4800000,46800011,n/a,n/a,n/a,cb840000,n/a,n/a,n/a,PASS
147,c5000000,47000012,n/a,n/a,n/a,cc840000,n/a,n/a,n/a,PASS
148,c5800000,47800013,n/a,n/a,n/a,cd840000,n/a,n/a,n/a,PASS
149,c6000000,48000014,n/a,n/a,n/a,ce840000,n/a,n/a,n/a,PASS
150,c6800000,48800015,n/a,n/a,n/a,cf840000,n/a,n/a,n/a,PASS
151,c7000000,49000016,n/a,n/a,n/a,d0840000,n/a,n/a,n/a,PASS
152,c7800000,49800017,n/a,n/a,n/a,d1840000,n/a,n/a,n/a,PASS
153,c8000000,4a000018,n/a,n/a,n/a,d2840000,n/a,n/a,n/a,PASS
154,c8800000,4a800019,n/a,n/a,n/a,d3840000,n/a,n/a,n/a,PASS
155,c9000000,4b00001a,n/a,n/a,n/a,d4840000,n/a,n/a,n/a,PASS
156,c9800000,4b80001b,n/a,n/a,n/a,d5840000,n/a,n/a,n/a,PASS
157,ca000000,4c00001c,n/a,n/a,n/a,d6840000,n/a,n/a,n/a,PASS
158,ca800000,4c80001d,n/a,n/a,n/a,d7840000,n/a,n/a,n/a,PASS
159,cb000000,4d00001e,n/a,n/a,n/a,d8840000,n/a,n/a,n/a,PASS
160,cb800000,4d80001f,n/a,n/a,n/a,d9840000,n/a,n/a,n/a,PASS
161,cc000000,3e000000,n/a,n/a,n/a,ca840000,n/a,n/a,n/a,PASS
162,cc800000,3e800001,n/a,n/a,n/a,cb840000,n/a,n/a,n/a,PASS
163,cd000000,3f000002,n/a,n/a,n/a,cc840000,n/a,n/a,n/a,PASS
164,cd800000,3f800003,n/a,n/a,n/a,cd840000,n/a,n/a,n/a,PASS
165,ce000000,40000004,n/a,n/a,n/a,ce840000,n/a,n/a,n/a,PASS
166,ce800000,40800005,n/a,n/a,n/a,cf840000,n/a,n/a,n/a,PASS
167,cf000000,41000006,n/a,n/a,n/a,d0840000,n/a,n/a,n/a,PASS
168,cf800000,41800007,n/a,n/a,n/a,d1840000,n/a,n/a,n/a,PASS
169,d0000000,42000008,n/a,n/a,n/a,d2840000,n/a,n/a,n/a,PASS
170,d0800000,42800009,n/a,n/a,n/a,d3840000,n/a,n/a,n/a,PASS
171,d1000000,4300000a,n/a,n/a,n/a,d4840000,n/a,n/a,n/a,PASS
172,d1800000,4380000b,n/a,n/a,n/a,d5840000,n/a,n/a,n/a,PASS
173,d2000000,4400000c,n/a,n/a,n/a,d6840000,n/a,n/a,n/a,PASS
174,d2800000,4480000d,n/a,n/a,n/a,d7840000,n/a,n/a,n/a,PASS
175,d3000000,4500000e,n/a,n/a,n/a,d8840000,n/a,n/a,n/a,PASS
176,d3800000,4580000f,n/a,n/a,n/a,d9840000,n/a,n/a,n/a,PASS
177,d4000000,46000010,n/a,n/a,n/a,da840000,n/a,n/a,n/a,PASS
178,d4800000,46800011,n/a,n/a,n/a,db840000,n/a,n/a,n/a,PASS
179,d5000000,47000012,n/a,n/a,n/a,dc840000,n/a,n/a,n/a,PASS
180,d5800000,47800013,n/a,n/a,n/a,dd840000,n/a,n/a,n/a,PASS
181,d6000000,48000014,n/a,n/a,n/a,de840000,n/a,n/a,n/a,PASS
182,d6800000,48800015,n/a,n/a,n/a,df840000,n/a,n/a,n/a,PASS
183,d7000000,49000016,n/a,n/a,n/a,e0840000,n/a,n/a,n/a,PASS
184,d7800000,49800017,n/a,n/a,n/a,e1840000,n/a,n/a,n/a,PASS
185,d8000000,4a000018,n/a,n/a,n/a,e2840000,n/a,n/a,n/a,PASS
186,d8800000,4a800019,n/a,n/a,n/a,e3840000,n/a,n/a,n/a,PASS
187,d9000000,4b00001a,n/a,n/a,n/a,e4840000,n/a,n/a,n/a,PASS
188,d9800000,4b80001b,n/a,n/a,n/a,e5840000,n/a,n/a,n/a,PASS
189,da000000,4c00001c,n/a,n/a,n/a,e6840000,n/a,n/a,n/a,PASS
190,da800000,4c80001d,n/a,n/a,n/a,e7840000,n/a,n/a,n/a,PASS
191,db000000,4d00001e,n/a,n/a,n/a,e8840000,n/a,n/a,n/a,PASS
192,db800000,4d80001f,n/a,n/a,n/a,e9840000,n/a,n/a,n/a,PASS
193,3e800000,bf000000,n/a,n/a,n/a,be040000,n/a,n/a,n/a,PASS
194,bea00000,3f400000,n/a,n/a,n/a,be8a0000,n/a,n/a,n/a,PASS
195,3ec00000,bf800000,n/a,n/a,n/a,bee40000,n/a,n/a,n/a,PASS
196,bee00000,3fc00000,n/a,n/a,n/a,bf3a0000,n/a,n/a,n/a,PASS
197,3f000000,c0000000,n/a,n/a,n/a,bf840000,n/a,n/a,n/a,PASS
198,bf200000,40400000,n/a,n/a,n/a,c00a0000,n/a,n/a,n/a,PASS
199,3f400000,c0800000,n/a,n/a,n/a,c0640000,n/a,n/a,n/a,PASS
200,bf600000,40c00000,n/a,n/a,n/a,c0ba0000,n/a,n/a,n/a,PASS
201,3f800000,c1000000,n/a,n/a,n/a,c1040000,n/a,n/a,n/a,PASS
202,bfa00000,41400000,n/a,n/a,n/a,c18a0000,n/a,n/a,n/a,PASS
203,3fc00000,c1800000,n/a,n/a,n/a,c1e40000,n/a,n/a,n/a,PASS
204,bfe00000,41c00000,n/a,n/a,n/a,c23a0000,n/a,n/a,n/a,PASS
205,40000000,c2000000,n/a,n/a,n/a,c2840000,n/a,n/a,n/a,PASS
206,c0200000,42400000,n/a,n/a,n/a,c30a0000,n/a,n/a,n/a,PASS
207,40400000,c2800000,n/a,n/a,n/a,c3640000,n/a,n/a,n/a,PASS
208,c0600000,42c00000,n/a,n/a,n/a,c3ba0000,n/a,n/a,n/a,PASS
209,40800000,bf000000,n/a,n/a,n/a,c0040000,n/a,n/a,n/a,PASS
210,c0a00000,3f400000,n/a,n/a,n/a,c08a0000,n/a,n/a,n/a,PASS
211,40c00000,bf800000,n/a,n/a,n/a,c0e40000,n/a,n/a,n/a,PASS
212,c0e00000,3fc00000,n/a,n/a,n/a,c13a0000,n/a,n/a,n/a,PASS
213,41000000,c0000000,n/a,n/a,n/a,c1840000,n/a,n/a,n/a,PASS
214,c1200000,40400000,n/a,n/a,n/a,c20a0000,n/a,n/a,n/a,PASS
215,41400000,c0800000,n/a,n/a,n/a,c2640000,n/a,n/a,n/a,PASS
216,c1600000,40c00000,n/a,n/a,n/a,c2ba0000,n/a,n/a,n/a,PASS
217,41800000,c1000000,n/a,n/a,n/a,c3040000,n/a,n/a,n/a,PASS
218,c1a00000,41400000,n/a,n/a,n/a,c38a0000,n/a,n/a,n/a,PASS
219,41c00000,c1800000,n/a,n/a,n/a,c3e40000,n/a,n/a,n/a,PASS
220,c1e00000,41c00000,n/a,n/a,n/a,c43a0000,n/a,n/a,n/a,PASS
221,42000000,c2000000,n/a,n/a,n/a,c4840000,n/a,n/a,n/a,PASS
222,c2200000,42400000,n/a,n/a,n/a,c50a0000,n/a,n/a,n/a,PASS
223,42400000,c2800000,n/a,n/a,n/a,c5640000,n/a,n/a,n/a,PASS
224,c2600000,42c00000,n/a,n/a,n/a,c5ba0000,n/a,n/a,n/a,PASS
225,3e800000,bf000000,n/a,n/a,n/a,be040000,n/a,n/a,n/a,PASS
226,bea00000,3f400000,n/a,n/a,n/a,be8a0000,n/a,n/a,n/a,PASS
227,3ec00000,bf800000,n/a,n/a,n/a,bee40000,n/a,n/a,n/a,PASS
228,bee00000,3fc00000,n/a,n/a,n/a,bf3a0000,n/a,n/a,n/a,PASS
229,3f000000,c0000000,n/a,n/a,n/a,bf840000,n/a,n/a,n/a,PASS
230,bf200000,40400000,n/a,n/a,n/a,c00a0000,n/a,n/a,n/a,PASS
231,3f400000,c0800000,n/a,n/a,n/a,c0640000,n/a,n/a,n/a,PASS
232,bf600000,40c00000,n/a,n/a,n/a,c0ba0000,n/a,n/a,n/a,PASS
233,3f800000,c1000000,n/a,n/a,n/a,c1040000,n/a,n/a,n/a,PASS
234,bfa00000,41400000,n/a,n/a,n/a,c18a0000,n/a,n/a,n/a,PASS
235,3fc00000,c1800000,n/a,n/a,n/a,c1e40000,n/a,n/a,n/a,PASS
236,bfe00000,41c00000,n/a,n/a,n/a,c23a0000,n/a,n/a,n/a,PASS
237,40000000,c2000000,n/a,n/a,n/a,c2840000,n/a,n/a,n/a,PASS
238,c0200000,42400000,n/a,n/a,n/a,c30a0000,n/a,n/a,n/a,PASS
239,40400000,c2800000,n/a,n/a,n/a,c3640000,n/a,n/a,n/a,PASS
240,c0600000,42c00000,n/a,n/a,n/a,c3ba0000,n/a,n/a,n/a,PASS
241,40800000,bf000000,n/a,n/a,n/a,c0040000,n/a,n/a,n/a,PASS
242,c0a00000,3f400000,n/a,n/a,n/a,c08a0000,n/a,n/a,n/a,PASS
243,40c00000,bf800000,n/a,n/a,n/a,c0e40000,n/a,n/a,n/a,PASS
244,c0e00000,3fc00000,n/a,n/a,n/a,c13a0000,n/a,n/a,n/a,PASS
245,41000000,c0000000,n/a,n/a,n/a,c1840000,n/a,n/a,n/a,PASS
246,c1200000,40400000,n/a,n/a,n/a,c20a0000,n/a,n/a,n/a,PASS
247,41400000,c0800000,n/a,n/a,n/a,c2640000,n/a,n/a,n/a,PASS
248,c1600000,40c00000,n/a,n/a,n/a,c2ba0000,n/a,n/a,n/a,PASS
249,41800000,c1000000,n/a,n/a,n/a,c3040000,n/a,n/a,n/a,PASS
250,c1a00000,41400000,n/a,n/a,n/a,c38a0000,n/a,n/a,n/a,PASS
251,41c00000,c1800000,n/a,n/a,n/a,c3e40000,n/a,n/a,n/a,PASS
252,c1e00000,41c00000,n/a,n/a,n/a,c43a0000,n/a,n/a,n/a,PASS
253,42000000,c2000000,n/a,n/a,n/a,c4840000,n/a,n/a,n/a,PASS
254,c2200000,42400000,n/a,n/a,n/a,c50a0000,n/a,n/a,n/a,PASS
255,42400000,c2800000,n/a,n/a,n/a,c5640000,n/a,n/a,n/a,PASS
256,c2600000,42c00000,n/a,n/a,n/a,c5ba0000,n/a,n/a,n/a,PASS
