Test,A_hex,B_hex,A_real,B_real,Exact_Result,Approx_Result,Error,Absolute_Error,Percentage_Error,Status
97,41800000,3f900000,n/a,n/a,n/a,41900000,n/a,n/a,n/a,PASS
98,41900000,3fb00000,n/a,n/a,n/a,41c60000,n/a,n/a,n/a,PASS
99,41a00000,3fd00000,n/a,n/a,n/a,42020000,n/a,n/a,n/a,PASS
100,41b00000,3ff00000,n/a,n/a,n/a,42050000,n/a,n/a,n/a,PASS
101,41c00000,40100000,n/a,n/a,n/a,42580000,n/a,n/a,n/a,PASS
102,41d00000,40300000,n/a,n/a,n/a,428f0000,n/a,n/a,n/a,PASS
103,41e00000,40500000,n/a,n/a,n/a,42b60000,n/a,n/a,n/a,PASS
104,41f00000,40700000,n/a,n/a,n/a,42b10000,n/a,n/a,n/a,PASS
105,42000000,40900000,n/a,n/a,n/a,43100000,n/a,n/a,n/a,PASS
106,42100000,40b00000,n/a,n/a,n/a,43460000,n/a,n/a,n/a,PASS
107,42200000,40d00000,n/a,n/a,n/a,43820000,n/a,n/a,n/a,PASS
108,42300000,40f00000,n/a,n/a,n/a,43850000,n/a,n/a,n/a,PASS
109,42400000,41100000,n/a,n/a,n/a,43d80000,n/a,n/a,n/a,PASS
110,42500000,41300000,n/a,n/a,n/a,440f0000,n/a,n/a,n/a,PASS
111,42600000,41500000,n/a,n/a,n/a,44360000,n/a,n/a,n/a,PASS
112,42700000,41700000,n/a,n/a,n/a,44310000,n/a,n/a,n/a,PASS
113,42800000,41900000,n/a,n/a,n/a,44900000,n/a,n/a,n/a,PASS
114,42900000,41b00000,n/a,n/a,n/a,44c60000,n/a,n/a,n/a,PASS
115,42a00000,41d00000,n/a,n/a,n/a,45020000,n/a,n/a,n/a,PASS
116,42b00000,41f00000,n/a,n/a,n/a,45050000,n/a,n/a,n/a,PASS
117,42c00000,42100000,n/a,n/a,n/a,45580000,n/a,n/a,n/a,PASS
118,42d00000,42300000,n/a,n/a,n/a,458f0000,n/a,n/a,n/a,PASS
119,42e00000,42500000,n/a,n/a,n/a,45b60000,n/a,n/a,n/a,PASS
120,42f00000,42700000,n/a,n/a,n/a,45b10000,n/a,n/a,n/a,PASS
121,43000000,42900000,n/a,n/a,n/a,46100000,n/a,n/a,n/a,PASS
122,43100000,42b00000,n/a,n/a,n/a,46460000,n/a,n/a,n/a,PASS
123,43200000,42d00000,n/a,n/a,n/a,46820000,n/a,n/a,n/a,PASS
124,43300000,42f00000,n/a,n/a,n/a,46850000,n/a,n/a,n/a,PASS
125,43400000,43100000,n/a,n/a,n/a,46d80000,n/a,n/a,n/a,PASS
126,43500000,43300000,n/a,n/a,n/a,470f0000,n/a,n/a,n/a,PASS
127,43600000,43500000,n/a,n/a,n/a,47360000,n/a,n/a,n/a,PASS
128,43700000,43700000,n/a,n/a,n/a,47310000,n/a,n/a,n/a,PASS
129,bc000000,3e000000,n/a,n/a,n/a,ba800000,n/a,n/a,n/a,PASS
130,bc800000,3e800001,n/a,n/a,n/a,bb800001,n/a,n/a,n/a,PASS
131,bd000000,3f000002,n/a,n/a,n/a,bc800002,n/a,n/a,n/a,PASS
132,bd800000,3f800003,n/a,n/a,n/a,bd800003,n/a,n/a,n/a,PASS
133,be000000,40000004,n/a,n/a,n/a,be800004,n/a,n/a,n/a,PASS
134,be800000,40800005,n/a,n/a,n/a,bf800005,n/a,n/a,n/a,PASS
135,bf000000,41000006,n/a,n/a,n/a,c0800006,n/a,n/a,n/a,PASS
136,bf800000,41800007,n/a,n/a,n/a,c1800007,n/a,n/a,n/a,PASS
137,c0000000,42000008,n/a,n/a,n/a,c2800008,n/a,n/a,n/a,PASS
138,c0800000,42800009,n/a,n/a,n/a,c3800009,n/a,n/a,n/a,PASS
139,c1000000,4300000a,n/a,n/a,n/a,c480000a,n/a,n/a,n/a,PASS
140,c1800000,4380000b,n/a,n/a,n/a,c580000b,n/a,n/a,n/a,PASS
141,c2000000,4400000c,n/a,n/a,n/a,c680000c,n/a,n/a,n/a,PASS
142,c2800000,4480000d,n/a,n/a,n/a,c780000d,n/a,n/a,n/a,PASS
143,c3000000,4500000e,n/a,n/a,n/a,c880000e,n/a,n/a,n/a,PASS
144,c3800000,4580000f,n/a,n/a,n/a,c980000f,n/a,n/a,n/a,PASS
145,c4000000,46000010,n/a,n/a,n/a,ca800010,n/a,n/a,n/a,PASS
146,c4800000,46800011,n/a,n/a,n/a,cb800011,n/a,n/a,n/a,PASS
147,c5000000,47000012,n/a,n/a,n/a,cc800012,n/a,n/a,n/a,PASS
148,c5800000,47800013,n/a,n/a,n/a,cd800013,n/a,n/a,n/a,PASS
149,c6000000,48000014,n/a,n/a,n/a,ce800014,n/a,n/a,n/a,PASS
150,c6800000,48800015,n/a,n/a,n/a,cf800015,n/a,n/a,n/a,PASS
151,c7000000,49000016,n/a,n/a,n/a,d0800016,n/a,n/a,n/a,PASS
152,c7800000,49800017,n/a,n/a,n/a,d1800017,n/a,n/a,n/a,PASS
153,c8000000,4a000018,n/a,n/a,n/a,d2800018,n/a,n/a,n/a,PASS
154,c8800000,4a800019,n/a,n/a,n/a,d3800019,n/a,n/a,n/a,PASS
155,c9000000,4b00001a,n/a,n/a,n/a,d480001a,n/a,n/a,n/a,PASS
156,c9800000,4b80001b,n/a,n/a,n/a,d580001b,n/a,n/a,n/a,PASS
157,ca000000,4c00001c,n/a,n/a,n/a,d680001c,n/a,n/a,n/a,PASS
158,ca800000,4c80001d,n/a,n/a,n/a,d780001d,n/a,n/a,n/a,PASS
159,cb000000,4d00001e,n/a,n/a,n/a,d880001e,n/a,n/a,n/a,PASS
160,cb800000,4d80001f,n/a,n/a,n/a,d980001f,n/a,n/a,n/a,PASS
161,cc000000,3e000000,n/a,n/a,n/a,ca800000,n/a,n/a,n/a,PASS
162,cc800000,3e800001,n/a,n/a,n/a,cb800001,n/a,n/a,n/a,PASS
163,cd000000,3f000002,n/a,n/a,n/a,cc800002,n/a,n/a,n/a,PASS
164,cd800000,3f800003,n/a,n/a,n/a,cd800003,n/a,n/a,n/a,PASS
165,ce000000,40000004,n/a,n/a,n/a,ce800004,n/a,n/a,n/a,PASS
166,ce800000,40800005,n/a,n/a,n/a,cf800005,n/a,n/a,n/a,PASS
167,cf000000,41000006,n/a,n/a,n/a,d0800006,n/a,n/a,n/a,PASS
168,cf800000,41800007,n/a,n/a,n/a,d1800007,n/a,n/a,n/a,PASS
169,d0000000,42000008,n/a,n/a,n/a,d2800008,n/a,n/a,n/a,PASS
170,d0800000,42800009,n/a,n/a,n/a,d3800009,n/a,n/a,n/a,PASS
171,d1000000,4300000a,n/a,n/a,n/a,d480000a,n/a,n/a,n/a,PASS
172,d1800000,4380000b,n/a,n/a,n/a,d580000b,n/a,n/a,n/a,PASS
173,d2000000,4400000c,n/a,n/a,n/a,d680000c,n/a,n/a,n/a,PASS
174,d2800000,4480000d,n/a,n/a,n/a,d780000d,n/a,n/a,n/a,PASS
175,d3000000,4500000e,n/a,n/a,n/a,d880000e,n/a,n/a,n/a,PASS
176,d3800000,4580000f,n/a,n/a,n/a,d980000f,n/a,n/a,n/a,PASS
177,d4000000,46000010,n/a,n/a,n/a,da800010,n/a,n/a,n/a,PASS
178,d4800000,46800011,n/a,n/a,n/a,db800011,n/a,n/a,n/a,PASS
179,d5000000,47000012,n/a,n/a,n/a,dc800012,n/a,n/a,n/a,PASS
180,d5800000,47800013,n/a,n/a,n/a,dd800013,n/a,n/a,n/a,PASS
181,d6000000,48000014,n/a,n/a,n/a,de800014,n/a,n/a,n/a,PASS
182,d6800000,48800015,n/a,n/a,n/a,df800015,n/a,n/a,n/a,PASS
183,d7000000,49000016,n/a,n/a,n/a,e0800016,n/a,n/a,n/a,PASS
184,d7800000,49800017,n/a,n/a,n/a,e1800017,n/a,n/a,n/a,PASS
185,d8000000,4a000018,n/a,n/a,n/a,e2800018,n/a,n/a,n/a,PASS
186,d8800000,4a800019,n/a,n/a,n/a,e3800019,n/a,n/a,n/a,PASS
187,d9000000,4b00001a,n/a,n/a,n/a,e480001a,n/a,n/a,n/a,PASS
188,d9800000,4b80001b,n/a,n/a,n/a,e580001b,n/a,n/a,n/a,PASS
189,da000000,4c00001c,n/a,n/a,n/a,e680001c,n/a,n/a,n/a,PASS
190,da800000,4c80001d,n/a,n/a,n/a,e780001d,n/a,n/a,n/a,PASS
191,db000000,4d00001e,n/a,n/a,n/a,e880001e,n/a,n/a,n/a,PASS
192,db800000,4d80001f,n/a,n/a,n/a,e980001f,n/a,n/a,n/a,PASS
193,3e800000,bf000000,n/a,n/a,n/a,be000000,n/a,n/a,n/a,PASS
194,bea00000,3f400000,n/a,n/a,n/a,be700000,n/a,n/a,n/a,PASS
195,3ec00000,bf800000,n/a,n/a,n/a,bec00000,n/a,n/a,n/a,PASS
196,bee00000,3fc00000,n/a,n/a,n/a,bf280000,n/a,n/a,n/a,PASS
197,3f000000,c0000000,n/a,n/a,n/a,bf800000,n/a,n/a,n/a,PASS
198,bf200000,40400000,n/a,n/a,n/a,bff00000,n/a,n/a,n/a,PASS
199,3f400000,c0800000,n/a,n/a,n/a,c0400000,n/a,n/a,n/a,PASS
200,bf600000,40c00000,n/a,n/a,n/a,c0a80000,n/a,n/a,n/a,PASS
201,3f800000,c1000000,n/a,n/a,n/a,c1000000,n/a,n/a,n/a,PASS
202,bfa00000,41400000,n/a,n/a,n/a,c1700000,n/a,n/a,n/a,PASS
203,3fc00000,c1800000,n/a,n/a,n/a,c1c00000,n/a,n/a,n/a,PASS
204,bfe00000,41c00000,n/a,n/a,n/a,c2280000,n/a,n/a,n/a,PASS
205,40000000,c2000000,n/a,n/a,n/a,c2800000,n/a,n/a,n/a,PASS
206,c0200000,42400000,n/a,n/a,n/a,c2f00000,n/a,n/a,n/a,PASS
207,40400000,c2800000,n/a,n/a,n/a,c3400000,n/a,n/a,n/a,PASS
208,c0600000,42c00000,n/a,n/a,n/a,c3a80000,n/a,n/a,n/a,PASS
209,40800000,bf000000,n/a,n/a,n/a,c0000000,n/a,n/a,n/a,PASS
210,c0a00000,3f400000,n/a,n/a,n/a,c0700000,n/a,n/a,n/a,PASS
211,40c00000,bf800000,n/a,n/a,n/a,c0c00000,n/a,n/a,n/a,PASS
212,c0e00000,3fc00000,n/a,n/a,n/a,c1280000,n/a,n/a,n/a,PASS
213,41000000,c0000000,n/a,n/a,n/a,c1800000,n/a,n/a,n/a,PASS
214,c1200000,40400000,n/a,n/a,n/a,c1f00000,n/a,n/a,n/a,PASS
215,41400000,c0800000,n/a,n/a,n/a,c2400000,n/a,n/a,n/a,PASS
216,c1600000,40c00000,n/a,n/a,n/a,c2a80000,n/a,n/a,n/a,PASS
217,41800000,c1000000,n/a,n/a,n/a,c3000000,n/a,n/a,n/a,PASS
218,c1a00000,41400000,n/a,n/a,n/a,c3700000,n/a,n/a,n/a,PASS
219,41c00000,c1800000,n/a,n/a,n/a,c3c00000,n/a,n/a,n/a,PASS
220,c1e00000,41c00000,n/a,n/a,n/a,c4280000,n/a,n/a,n/a,PASS
221,42000000,c2000000,n/a,n/a,n/a,c4800000,n/a,n/a,n/a,PASS
222,c2200000,42400000,n/a,n/a,n/a,c4f00000,n/a,n/a,n/a,PASS
223,42400000,c2800000,n/a,n/a,n/a,c5400000,n/a,n/a,n/a,PASS
224,c2600000,42c00000,n/a,n/a,n/a,c5a80000,n/a,n/a,n/a,PASS
225,3e800000,bf000000,n/a,n/a,n/a,be000000,n/a,n/a,n/a,PASS
226,bea00000,3f400000,n/a,n/a,n/a,be700000,n/a,n/a,n/a,PASS
227,3ec00000,bf800000,n/a,n/a,n/a,bec00000,n/a,n/a,n/a,PASS
228,bee00000,3fc00000,n/a,n/a,n/a,bf280000,n/a,n/a,n/a,PASS
229,3f000000,c0000000,n/a,n/a,n/a,bf800000,n/a,n/a,n/a,PASS
230,bf200000,40400000,n/a,n/a,n/a,bff00000,n/a,n/a,n/a,PASS
231,3f400000,c0800000,n/a,n/a,n/a,c0400000,n/a,n/a,n/a,PASS
232,bf600000,40c00000,n/a,n/a,n/a,c0a80000,n/a,n/a,n/a,PASS
233,3f800000,c1000000,n/a,n/a,n/a,c1000000,n/a,n/a,n/a,PASS
234,bfa00000,41400000,n/a,n/a,n/a,c1700000,n/a,n/a,n/a,PASS
235,3fc00000,c1800000,n/a,n/a,n/a,c1c00000,n/a,n/a,n/a,PASS
236,bfe00000,41c00000,n/a,n/a,n/a,c2280000,n/a,n/a,n/a,PASS
237,40000000,c2000000,n/a,n/a,n/a,c2800000,n/a,n/a,n/a,PASS
238,c0200000,42400000,n/a,n/a,n/a,c2f00000,n/a,n/a,n/a,PASS
239,40400000,c2800000,n/a,n/a,n/a,c3400000,n/a,n/a,n/a,PASS
240,c0600000,42c00000,n/a,n/a,n/a,c3a80000,n/a,n/a,n/a,PASS
241,40800000,bf000000,n/a,n/a,n/a,c0000000,n/a,n/a,n/a,PASS
242,c0a00000,3f400000,n/a,n/a,n/a,c0700000,n/a,n/a,n/a,PASS
243,40c00000,bf800000,n/a,n/a,n/a,c0c00000,n/a,n/a,n/a,PASS
244,c0e00000,3fc00000,n/a,n/a,n/a,c1280000,n/a,n/a,n/a,PASS
245,41000000,c0000000,n/a,n/a,n/a,c1800000,n/a,n/a,n/a,PASS
246,c1200000,40400000,n/a,n/a,n/a,c1f00000,n/a,n/a,n/a,PASS
247,41400000,c0800000,n/a,n/a,n/a,c2400000,n/a,n/a,n/a,PASS
248,c1600000,40c00000,n/a,n/a,n/a,c2a80000,n/a,n/a,n/a,PASS
249,41800000,c1000000,n/a,n/a,n/a,c3000000,n/a,n/a,n/a,PASS
250,c1a00000,41400000,n/a,n/a,n/a,c3700000,n/a,n/a,n/a,PASS
251,41c00000,c1800000,n/a,n/a,n/a,c3c00000,n/a,n/a,n/a,PASS
252,c1e00000,41c00000,n/a,n/a,n/a,c4280000,n/a,n/a,n/a,PASS
253,42000000,c2000000,n/a,n/a,n/a,c4800000,n/a,n/a,n/a,PASS
254,c2200000,42400000,n/a,n/a,n/a,c4f00000,n/a,n/a,n/a,PASS
255,42400000,c2800000,n/a,n/a,n/a,c5400000,n/a,n/a,n/a,PASS
256,c2600000,42c00000,n/a,n/a,n/a,c5a80000,n/a,n/a,n/a,PASS
